177.040,177.245,177.040,177.183,323
177.183,177.262,177.158,177.245,539
177.245,177.284,177.227,177.268,330
177.268,177.305,177.221,177.221,400
177.223,177.296,177.210,177.284,827
177.287,177.329,177.164,177.184,701
177.182,177.293,177.158,177.183,1005
177.183,177.280,177.147,177.276,737
177.276,177.353,177.247,177.321,900
177.320,177.320,177.234,177.291,786
177.290,177.302,177.166,177.220,1010
177.220,177.288,177.175,177.259,1299
177.259,177.346,177.215,177.282,1282
177.282,177.299,176.913,177.043,1953
177.044,177.080,176.972,176.991,1152
176.989,176.989,176.601,176.633,2089
176.637,176.659,176.189,176.350,2187
176.349,176.388,176.147,176.189,1757
176.190,176.255,175.996,176.032,1725
176.032,176.335,176.010,176.331,1242
176.332,176.342,176.201,176.231,974
176.230,176.271,176.197,176.268,775
176.262,176.324,176.119,176.143,1239
176.143,176.206,176.124,176.129,995
176.129,176.234,176.073,176.157,946
176.157,176.166,175.986,176.001,1378
175.996,176.143,175.988,176.064,1200
176.064,176.219,176.003,176.125,1112
176.124,176.151,176.022,176.053,1180
176.051,176.103,176.011,176.089,844
176.085,176.085,175.785,175.849,1654
175.852,175.970,175.797,175.906,1613
175.908,175.963,175.817,175.892,1248
175.892,176.048,175.856,176.048,1152
176.043,176.060,175.974,176.003,1029
176.002,176.024,175.921,175.988,1008
175.991,176.024,175.442,175.530,1758
175.530,175.727,175.510,175.698,1444
175.698,175.702,175.519,175.620,1523
175.620,175.713,175.401,175.584,2122
175.588,175.634,175.295,175.423,2758
175.420,175.429,174.945,175.410,2421
175.410,175.873,175.389,175.810,2626
175.818,175.902,175.674,175.769,2078
175.773,175.773,175.554,175.587,1704
175.587,175.948,175.587,175.920,1551
175.912,175.912,175.623,175.694,1813
175.695,175.735,175.573,175.721,1681
175.719,175.931,175.636,175.924,1746
175.924,176.285,175.924,176.053,1683
176.053,176.115,175.905,176.065,1645
176.069,176.118,175.959,175.971,1872
175.971,175.990,175.704,175.710,1577
175.710,175.770,175.571,175.597,1314
175.597,175.627,175.347,175.428,1740
175.427,175.654,175.388,175.422,1595
175.423,175.760,175.377,175.706,1646
175.706,175.726,175.575,175.609,1593
175.612,175.800,175.548,175.750,1460
175.752,175.791,175.617,175.729,1400
175.732,175.826,175.644,175.816,1553
175.822,175.892,175.713,175.780,1639
175.779,176.047,175.720,175.990,2333
175.994,176.057,175.718,175.725,1926
175.724,175.768,175.520,175.615,1516
175.617,175.732,175.566,175.709,1343
175.705,175.726,175.342,175.462,2235
175.451,175.571,175.200,175.213,2299
175.217,175.430,175.217,175.332,2867
175.330,175.488,175.278,175.451,2394
175.451,175.451,175.208,175.236,1871
175.236,175.290,175.162,175.213,2261
175.216,175.230,174.965,175.002,2701
175.000,175.210,174.969,175.087,2546
175.083,175.290,175.068,175.258,2125
175.258,175.258,175.161,175.185,1494
175.182,175.336,175.142,175.304,1523
175.300,175.346,175.233,175.291,1324
175.291,175.425,175.255,175.418,1000
175.418,175.533,175.414,175.480,1055
175.477,175.638,175.452,175.600,932
175.600,175.656,175.559,175.587,828
175.587,175.692,175.587,175.626,751
175.626,175.630,175.519,175.521,899
175.519,175.534,175.450,175.520,788
175.523,175.594,175.478,175.569,792
175.569,175.583,175.474,175.553,858
175.554,175.586,175.476,175.487,1054
175.489,175.634,175.489,175.619,1298
175.620,175.637,175.530,175.615,1062
175.618,175.711,175.591,175.701,849
175.699,175.813,175.699,175.810,985
175.811,175.904,175.809,175.843,578
175.841,175.871,175.705,175.705,380
175.705,175.796,175.699,175.719,430
175.719,175.800,175.665,175.688,905
175.675,175.743,175.662,175.701,546
175.701,175.717,175.549,175.555,391
175.560,175.618,175.538,175.608,1592
175.608,175.632,175.559,175.560,1617
175.561,175.600,175.502,175.510,1370
175.509,175.579,175.456,175.572,544
175.571,175.609,175.542,175.572,947
175.574,175.758,175.566,175.758,863
175.745,175.798,175.626,175.630,1090
175.630,175.719,175.617,175.680,834
175.680,175.706,175.609,175.609,883
175.609,175.609,175.382,175.452,1563
175.454,175.557,175.327,175.357,1556
175.357,175.628,175.294,175.452,1738
175.452,175.856,175.435,175.802,1994
175.802,176.068,175.802,176.052,1741
176.054,176.054,175.828,175.896,1188
175.895,175.945,175.815,175.895,1021
175.892,176.010,175.854,175.866,1115
175.865,176.006,175.865,175.998,710
175.996,176.130,175.951,176.128,1132
176.126,176.148,176.046,176.046,855
176.045,176.069,175.969,176.005,720
176.005,176.035,175.917,175.925,737
175.925,175.986,175.908,175.973,727
175.973,176.004,175.845,175.849,971
175.851,175.857,175.706,175.782,1268
175.782,175.954,175.775,175.928,969
175.930,175.956,175.855,175.874,852
175.872,175.880,175.635,175.643,1295
175.643,175.771,175.616,175.753,1147
175.753,175.789,175.706,175.773,1057
175.771,175.826,175.598,175.599,1340
175.598,175.704,175.540,175.685,1161
175.684,175.824,175.661,175.790,1151
175.790,175.880,175.769,175.879,1051
175.880,175.946,175.794,175.886,1263
175.889,175.932,175.772,175.864,1180
175.864,176.004,175.763,175.782,1439
175.781,175.790,175.624,175.662,1292
175.659,175.663,175.435,175.454,1943
175.460,175.502,175.138,175.142,2049
175.140,175.178,175.062,175.087,1686
175.085,175.173,174.961,175.023,2021
175.023,175.218,174.962,175.113,2087
175.114,175.118,174.861,174.956,1864
174.942,175.111,174.852,174.858,1885
174.860,174.921,174.712,174.740,1592
174.740,174.740,174.388,174.450,2398
174.450,174.618,174.370,174.578,2035
174.580,174.721,174.577,174.694,1515
174.694,174.767,174.618,174.667,1684
174.667,174.804,174.629,174.755,1626
174.752,174.800,174.687,174.738,1546
174.736,174.737,174.616,174.625,1634
174.625,174.628,174.452,174.465,1667
174.467,174.609,174.417,174.470,1662
