Local time,Open,High,Low,Close,Volume
03.07.2017 00:00:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 00:05:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 00:10:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 00:15:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 00:20:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 00:25:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 00:30:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 00:35:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 00:40:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 00:45:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 00:50:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 00:55:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 01:00:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 01:05:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 01:10:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 01:15:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 01:20:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 01:25:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 01:30:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 01:35:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 01:40:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 01:45:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 01:50:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 01:55:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 02:00:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 02:05:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 02:10:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 02:15:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 02:20:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 02:25:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 02:30:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 02:35:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 02:40:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 02:45:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 02:50:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 02:55:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 03:00:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 03:05:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 03:10:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 03:15:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 03:20:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 03:25:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 03:30:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 03:35:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 03:40:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 03:45:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 03:50:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 03:55:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 04:00:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 04:05:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 04:10:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 04:15:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 04:20:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 04:25:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 04:30:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 04:35:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 04:40:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 04:45:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 04:50:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 04:55:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 05:00:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 05:05:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 05:10:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 05:15:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 05:20:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 05:25:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 05:30:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 05:35:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 05:40:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 05:45:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 05:50:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 05:55:00.000,3.51771,3.51771,3.51771,3.51771,0
03.07.2017 06:00:00.000,3.51771,3.51967,3.51771,3.51839,10.48
03.07.2017 06:05:00.000,3.51820,3.51972,3.51748,3.51970,16.12
03.07.2017 06:10:00.000,3.51970,3.51970,3.51933,3.51937,23.48
03.07.2017 06:15:00.000,3.51937,3.51978,3.51933,3.51963,30.23
03.07.2017 06:20:00.000,3.51942,3.51942,3.51941,3.51941,14
03.07.2017 06:25:00.000,3.51892,3.51908,3.51892,3.51908,8.75
03.07.2017 06:30:00.000,3.51963,3.51963,3.51893,3.51893,9.73
03.07.2017 06:35:00.000,3.51893,3.51893,3.51892,3.51892,1.75
03.07.2017 06:40:00.000,3.51892,3.51963,3.51892,3.51935,19.35
03.07.2017 06:45:00.000,3.51963,3.51964,3.51931,3.51964,68.3
03.07.2017 06:50:00.000,3.51973,3.51973,3.51916,3.51966,74.81
03.07.2017 06:55:00.000,3.51939,3.51997,3.51915,3.51997,36.65
03.07.2017 07:00:00.000,3.51997,3.52058,3.51978,3.52046,87.75
03.07.2017 07:05:00.000,3.52047,3.52070,3.52000,3.52063,89.5
03.07.2017 07:10:00.000,3.52064,3.52077,3.52018,3.52067,34
03.07.2017 07:15:00.000,3.52076,3.52095,3.52055,3.52095,54
03.07.2017 07:20:00.000,3.52101,3.52117,3.52048,3.52104,19
03.07.2017 07:25:00.000,3.52043,3.52113,3.52027,3.52074,57
03.07.2017 07:30:00.000,3.52074,3.52074,3.51984,3.51989,54.11
03.07.2017 07:35:00.000,3.51941,3.51993,3.51941,3.51986,34.6
03.07.2017 07:40:00.000,3.51986,3.52000,3.51946,3.51999,18.84
03.07.2017 07:45:00.000,3.51946,3.51999,3.51946,3.51992,12.35
03.07.2017 07:50:00.000,3.51992,3.52010,3.51966,3.52008,24.82
03.07.2017 07:55:00.000,3.52016,3.52028,3.52002,3.52015,22
03.07.2017 08:00:00.000,3.52017,3.52033,3.52009,3.52032,32
